id,name,commune,district,lpro1x,lpro2x,lpro12x,pro1x,pro2x,pro12x,degreeorg,rtlm,alt_mean,distance,towns_mean,roads_mean,border_mean,lon,lat,cat1,cat2,distance_10kmpwALL,distance_sq_10kmpwALL,alt_mean_10kmpwALL,alt_mean_sq2_10kmpwALL,alt_var_10kmpwALL,lat_10kmpwALL,lon_10kmpwALL,alt_var_sq_10kmpwALL,cat12,alt_mean_sq2,alt_var,alt_var_sq,distance_sq,tutsi,cementfloor_hutu,cementfloor_tutsi,literacy_hutu2,literacy_tutsi2,education_hutu2,education_tutsi2,lpop,pop1000,pop_dens,lpop_dens,ltowns_mean,lroads_mean,lborder_mean,facing_N,facing_E,facing_S,facing_W,rtlm_perpop10_ALL,rtlm_perpop_10to20km,rtlm_rtlm10ALL,rtlm_wealthhutu_dm,rtlm_wealthtutsi_dm,rtlm_lithutu2_dm,rtlm_littutsi2_dm,rtlm_eduhutu2_dm,rrwanda_all,RR_distance,RR_distance_sq,R10_distance,R10_distance_sq,rtlm_lpop,rtlm_lpop_dens,rtlm_ltowns_mean,rtlm_lroads_mean,rtlm_lborder_mean,rtlm_facing_E,rtlm_facing_N,rtlm_facing_S,rtlm_alt_mean,rtlm_alt_mean_sq2,rtlm_alt_var,rtlm_alt_var_sq,rtlm_distance,rtlm_distance_sq,rtlm_lat,rtlm_lon,rtlm_tutsi2,cdum1,cdum2,cdum3,cdum4,cdum5,cdum6,cdum7,cdum8,cdum9,cdum10,cdum11,cdum12,cdum13,cdum14,cdum15,cdum16,cdum17,cdum18,cdum19,cdum20,cdum21,cdum22,cdum23,cdum24,cdum25,cdum26,cdum27,cdum28,cdum29,cdum30,cdum31,cdum32,cdum33,cdum34,cdum35,cdum36,cdum37,cdum38,cdum39,cdum40,cdum41,cdum42,cdum43,cdum44,cdum45,cdum46,cdum47,cdum48,cdum49,cdum50,cdum51,cdum52,cdum53,cdum54,cdum55,cdum56,cdum57,cdum58,cdum59,cdum60,cdum61,cdum62,cdum63,cdum64,cdum65,cdum66,cdum67,cdum68,cdum69,cdum70,cdum71,cdum72,cdum73,cdum74,cdum75,cdum76,cdum77,cdum78,cdum79,cdum80,cdum81,cdum82,cdum83,cdum84,cdum85,cdum86,cdum87,cdum88,cdum89,cdum90,cdum91,cdum92,cdum93,cdum94,cdum95,cdum96,cdum97,cdum98,cdum99,cdum100,cdum101,cdum102,cdum103,cdum104,cdum105,cdum106,cdum107,cdum108,cdum109,cdum110,cdum111,cdum112,cdum113,cdum114,cdum115,cdum116,cdum117,cdum118,cdum119,cdum120,cdum121,cdum122,cdum123,cdum124,cdum125,cdum126,cdum127,cdum128
660,NGORORERO,Satinsyi,NGORORERO,2.7080503,4.4188404,4.5747108,.0028812909,.015943142,.018632347,.14583333,.25921899,1.67418,2.70827,26.851999,.16970401,36.745399,458.52451,9797.378000000001,14,82,.09551844,.26575372,.066017054,.12350016,668.29468,349959.41,16382.568,18677456,96,2.8028789,3603.1689,12982826,7.3347263,.02199294,.11992749,.19135803,47.450836,98.154427,59.4352,80.952385,8.5575666,5.2059999,697.08899,6.5469131,3.3269048,.15675072,3.6308637,0,0,0,1,.42035729,.43873385,.10896459,.16162302,-.056983858,-.20993648,.44129211,.1168228,.718007,27.707269531,767.69281,43.32635156200001,1877.1727,2.2182839,1.6970842,.8623969,.040632766,.94118881,0,0,0,.43397927,.7265594,934.00983,3365395,.70203501,1.9013003,2539.6665,118.85826,.57009876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
661,MPARA,Satinsyi,NGORORERO,3.7841897,5.3518581,5.5373344,.0085703153,.041098557,.049474094,.16996047,.38229099,1.61447,2.7702,27.928999,1.59849,35.9589,460.97281,9799.768,43,210,.10261136,.28417519,.069655113,.12739678,812.13409,376935.06,17678.848,23638492,253,2.6065135,5850.75,34231276,7.6740079,.02199294,.11992749,.19135803,47.450836,98.154427,59.4352,80.952385,8.5436401,5.1339998,445.41611,6.099009,3.3648446,.95493054,3.6098065,1,0,0,0,.42118913,.43550858,.16101681,.43121454,-.15203446,-.56011617,1.1773793,.31168637,.709583,26.742505859,715.16162,40.639410156,1651.5616,3.2661567,2.3315961,1.2863498,.36506134,1.3799965,0,.38229099,0,.61719733,.99644661,2236.689,13086308,1.0590225,2.9337041,3746.363,176.22575,.8407703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
663,MUNINI,Satinsyi,NGORORERO,2.0794415,5.4930615,5.521461,.0015293442,.046453834,.04779201,.028112451,.44468999,1.76924,2.40307,28.913998,2.5324199,32.3251,458.63568,9803.102000000001,7,242,.077015638,.1925565,.060114883,.11373042,764.24023,316251.31,14783.564,29257882,249,3.1302102,7145.7607,51061896,5.7747455,.02199294,.11992749,.19135803,47.450836,98.154427,59.4352,80.952385,8.5623579,5.2309999,476.25552,6.1659546,3.3983266,1.2619832,3.5063109,0,0,1,0,.47305891,.46726829,.21036457,.56790072,-.20022626,-.73766154,1.5505842,.41048455,.668712,23.079964843,532.68475,44.152644531,1949.4561,3.8075948,2.7419384,1.5112019,.56119126,1.5592214,0,0,.44468999,.78676331,1.3919731,3177.6482,22706714,1.0686212,2.5679715,4359.3413,203.9507,.97800404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
680,GITWA,Cyabingo,GAKENKE,0,0,0,.00034722223,.00034722223,.00034722223,,.422122,1.6411999,2.3921,11.844,9.3565702,20.7432,460.15833,9821.525,0,0,.062629431,.15644467,.049706768,.095180579,500.70593,258440.86,12100.308,19907912,0,2.6935372,16063.027,258020848,5.7221422,.0019427764,.079390392,1,51.758564,100,61.531193,100,7.9655457,2.8800001,802.60846,6.6878672,2.5528767,2.3376212,3.0793011,0,0,1,0,.36752036,.50904393,.15513843,-.44099122,18.956627,.34613058,1.8524277,.87084419,.717647,9.107359375,82.943993,50.925765625,2593.4336,3.362432,2.8230958,1.0776254,.98676133,1.2998408,0,0,.422122,.69278663,1.1370013,6780.5571,108916280,1.009758,2.4154422,4145.8818,194.24295,.082008868,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,GAHANGA,Gatonde,GAKENKE,0,3.2188759,3.2188759,.00020004001,.0050010001,.0050010001,0,.486137,1.6388,2.3304,14.974,11.064,22.728901,460.2431,9818.605,0,24,.06117129,.14844963,.04951074,.094484664,585.68585,258379.7,12096.235,24455802,24,2.6856656,19470.574,379103264,5.4307642,.011082292,.0723323,.12765957,56.38525,99.40892,67.980919,81.25,8.5169935,4.9990001,570.38861,6.3463178,2.7709625,2.4902258,3.1666937,0,0,0,1,.39897883,.49843904,.19395837,-.77250087,-2.1476552,1.8309953,2.175704,3.0458152,.754098,10.383987304,107.82719,49.26421875,2426.9631,4.1404257,3.0851798,1.3470674,1.210591,1.5394469,0,0,0,.79668134,1.3056015,9465.3662,184296128,1.1328937,2.6400955,4773.187,223.7412,.53875118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,RUSASA,Gatonde,GAKENKE,1.0986123,3.4965076,3.5553482,.00076785259,.0084463786,.0089582801,.05882353,.595294,1.7604699,2.54566,14.292,9.8648596,23.6579,462.34991,9819.109,2,32,.064999267,.17219944,.047197297,.087810613,523.97058,251767.94,11840.27,21656962,34,3.0992544,6133.1919,37616044,6.4803848,.011082292,.0723323,.12765957,56.38525,99.40892,67.980919,81.25,8.270525,3.9070001,567.46552,6.3411798,2.7273297,2.3855338,3.2050974,1,0,0,0,.40017784,.45397618,.23822346,-1.0529252,-2.9272723,2.4956622,2.965503,4.1514716,.830882,12.028765625,144.69121,48.025941406,2306.491,4.9233937,3.7748663,1.6235631,1.420094,1.9079753,0,.595294,0,1.0479971,1.8449675,3651.0522,22392606,1.5154161,3.8577342,5845.2568,275.23413,.65972215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,BUSENGO,Gatonde,GAKENKE,2.0794415,4.6151204,4.6821313,.0015020653,.018963575,.020277882,.065420561,.34399599,1.83562,3.05625,15.900999,5.4828401,24.552099,467.5127,9819.106,7,100,.093951598,.29868475,.055046681,.10055542,386.40738,297593.03,14159.729,8936513,107,3.3695009,15137.858,229154752,9.3406639,.011082292,.0723323,.12765957,56.38525,99.40892,67.980919,81.25,8.5803556,5.3260002,344.79855,5.8429604,2.8273728,1.8691587,3.2407196,1,0,0,0,.39919475,.35265768,.1373214,-.40734062,-1.1324612,.96548605,1.1472514,1.6060619,.565003,17.306646484,299.52002,43.225121093,1868.4111,2.9516079,2.0099549,.97260487,.64298314,1.1147945,0,.34399599,0,.63144594,1.1590948,5207.3628,78828312,1.0513377,3.213151,3377.7332,160.82249,.38122639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,CYIBUMBA,Gatonde,GAKENKE,1.7917595,2.9957323,3.2188759,.0013146363,.0043821209,.005477651,.20833333,.51436502,1.7523,2.80392,14.204,7.3087997,23.4867,464.7995,9819.99,5,19,.071143389,.20939875,.045310721,.082581423,416.72604,245523.22,11613.438,14591119,24,3.0705554,5228.2593,27334696,7.8619676,.011082292,.0723323,.12765957,56.38525,99.40892,67.980919,81.25,8.4259548,4.5640001,522.20282,6.2580562,2.7215586,2.1173151,3.1981301,0,0,0,1,.35148782,.4284198,.18079303,-.84501863,-2.3492644,2.0028782,2.3799462,3.3317382,.72381,14.271425781,203.6736,46.472941406,2159.7344,4.3340163,3.2189252,1.3998746,1.0890728,1.6450063,0,0,0,.90132183,1.5793864,2689.2336,14060011,1.4422383,4.043921,5051.0596,239.0766,.57003433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,NYUNDO,Cyabingo,GAKENKE,0,2.9444389,2.9444389,.00040733197,.0077393074,.0077393074,0,.349085,1.72554,2.52144,11.264,9.5163002,20.6982,461.06641,9822.856,0,18,.067891888,.17880626,.050509077,.095582478,442.85916,265458.97,12456.71,16071961,18,2.9774885,4637.3779,21505274,6.3576598,.0019427764,.079390392,1,51.758564,100,61.531193,100,7.805882,2.4549999,462.02197,6.1356125,2.5066681,2.3529265,3.0772293,0,0,0,1,.3296586,.53007883,.11507887,-.30490935,13.106957,.23932096,1.2808022,.60211754,.784469,9.790117187,95.846397,50.623789062,2562.7681,2.7249162,2.1418502,.87504023,.82137138,1.0742146,0,0,0,.60236013,1.0393966,1618.8391,7507168.5,.88019687,2.2193637,3429.0117,160.95137,.067819409,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,RUREMBO,Cyabingo,GAKENKE,0,0,0,.00035335688,.00035335688,.00035335688,,.68640399,1.74823,2.66087,11.496,8.6830807,21.3234,462.78482,9822.136,0,0,.074242815,.2115134,.049152624,.089888357,442.33517,265457.38,12523.043,15864679,0,3.056308,6924.1377,47943684,7.0802293,.0019427764,.079390392,1,51.758564,100,61.531193,100,7.9480319,2.8299999,766.19019,6.6414304,2.5254085,2.27038,3.1056354,0,0,1,0,.3177397,.4632335,.21809779,-.93339896,40.123466,.73261756,3.920836,1.8432229,.755656,11.874543945,141.00479,48.547609375,2356.8704,5.4555607,4.5587044,1.7334505,1.5583979,2.1317205,0,0,.68640399,1.1999921,2.097862,4752.7559,32908736,1.8264318,4.8598976,6741.9531,317.65735,.13335295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,MURAMBA,Cyabingo,GAKENKE,1.0986123,2.5649493,2.7080503,.00089874177,.0038945477,.0044937087,.14285715,0,1.74753,2.97998,9.7730007,6.8115196,18.624701,464.92169,9825.608,2,12,.086537763,.2692728,.051935051,.094750084,359.91092,280710.34,13296.776,12303481,14,3.0538611,4564.9614,20838872,8.8802805,.0019427764,.079390392,1,51.758564,100,61.531193,100,8.1131268,3.3380001,654.125,6.4832983,2.377043,2.0555995,2.976789,0,0,1,0,.28832915,.44276649,0,.34550267,-14.851918,-.27118236,-1.4513185,-.68227887,.684932,13.474242187,181.55521,50.276453125,2527.7217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,CYABINGO,Cyabingo,GAKENKE,0,0,0,.00041631973,.00041631973,.00041631973,,.115447,1.8341701,2.82195,11.240001,7.6525102,20.376501,464.04791,9823.424999999999,0,0,.069655657,.20623453,.044519223,.081682436,359.41623,239589.09,11318.923,12673424,0,3.3641798,2544.6172,6475076.5,7.9634018,.0019427764,.079390392,1,51.758564,100,61.531193,100,7.7840571,2.402,482.18405,6.1783257,2.5047092,2.1578496,3.0622921,0,0,0,1,.30595958,.47960255,.035322115,.13040288,-5.6055508,-.1023522,-.54777032,-.25751212,.631393,12.516868164,156.67198,48.321488281,2334.9663,.89864606,.71326917,.28916118,.24911726,.35353243,0,0,0,.21174943,.38838446,293.76843,747528.13,.32578567,.91935086,1134.085,53.572941,.02242877,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,MUHORORO,Cyabingo,GAKENKE,0,0,0,.00028760426,.00028760426,.00028760426,,.42003,1.78486,3.14282,8.8400002,6.2360001,17.2887,466.1597,9826.843000000001,0,0,.094234042,.30919793,.053434957,.097391769,295.00253,289007.53,13727.078,8089295.5,0,3.1857252,3804.6445,14475320,9.8773174,.0019427764,.079390392,1,51.758564,100,61.531193,100,8.1539249,3.477,641.64313,6.4640322,2.2864556,1.9790685,2.9062834,1,0,0,0,.24200518,.43370682,.10164943,-.43709341,18.789076,.34307122,1.8360547,.86314702,.6528620000000001,14.527436523,211.04642,50.232867187,2523.3411,3.4248931,2.7150874,.96037996,.83126813,1.2207263,0,.42003,0,.74969476,1.3381002,1598.0648,6080068.5,1.3200787,4.1487699,4127.5688,195.80106,.081602439,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,MUHAZA,Cyabingo,GAKENKE,0,0,0,.00028097781,.00028097781,.00028097781,,0,1.7890899,3.27807,11.035999,4.31742,18.808001,468.11032,9825.635,0,0,.094714984,.32043883,.052503433,.096835166,295.41473,280719.88,13379.021,6827035.5,0,3.2008426,1228.9651,1510355.1,10.745743,.0019427764,.079390392,1,51.758564,100,61.531193,100,8.1772346,3.559,5706.269,8.6493206,2.4879022,1.6709882,2.9860859,0,0,1,0,.29508027,.38206235,0,.34550267,-14.851918,-.27118236,-1.4513185,-.68227887,.600536,16.348210937,267.26401,48.139828125,2317.4431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,BUSHOKA,Cyabingo,GAKENKE,2.1972246,3.9512436,4.0943446,.0025531915,.014751773,.017021276,.13559322,.45277801,1.89271,3.34917,12.829,2.6935599,20.3165,469.37509,9824.134,8,51,.098101944,.33444545,.05388011,.099079125,305.66867,288960.56,13785.687,7145958.5,59,3.582351,7944.1563,63109620,11.21694,.0019427764,.079390392,1,51.758564,100,61.531193,100,8.1676359,3.5250001,604.42389,6.4042759,2.6267679,1.3065908,3.0594814,1,0,0,0,.27883822,.35718355,.12625182,-.49810919,21.411924,.390962,2.0923574,.98363751,.624076,18.265246093,333.6192,46.046792968,2120.3071,3.6981258,2.8997154,1.1893427,.59159559,1.3852659,0,.45277801,0,.85697746,1.6220098,3596.9392,28574648,1.5164305,5.078784,4448.1519,212.52272,.087964639,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,BWISHA,Nyarutovu,GAKENKE,3.7612002,5.8021183,5.9215784,.006231884,.047971014,.054057971,.11290322,.57527697,1.78776,3.36113,17.442999,3.2934501,23.6007,470.66492,9818.754000000001,42,330,.11410035,.39907038,.062013011,.11579852,483.89169,327340.59,15690.269,12002435,372,3.1960859,3723.4036,13863734,11.297194,.01367647,.058181275,0,43.877346,98.684212,50.985622,74.242424,8.8392763,6.9000001,1350.0029,7.2078619,2.9146848,1.4570906,3.202775,1,0,0,0,.32839653,.30699587,.18891896,-1.5531664,-7.7610006,-2.5023167,2.5381498,-2.6767447,.674383,20.045388671,401.8176,40.934777343,1675.656,5.085032,4.1465168,1.676751,.83823067,1.8424827,0,.57527697,0,1.0284572,1.8386346,2141.9883,7975487,1.9335806,6.4990158,5648.5029,270.7627,.78677583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,RUHINGA2,Nyarutovu,GAKENKE,4.0604429,5.4424176,5.6629605,.010685335,.042557113,.053058218,.19860627,.52444398,1.9223599,3.53309,16.092999,1.12858,21.3535,472.07401,9820.867,57,230,.10402114,.37551469,.055343959,.10462444,409.66861,288871.44,13871.209,10197501,287,3.6954677,12607.922,158959696,12.482725,.01367647,.058181275,0,43.877346,98.684212,50.985622,74.242424,8.5993261,5.428,496.38773,6.2073574,2.8386691,.75545508,3.1069829,0,0,0,1,.3018088,.29471573,.15828182,-1.3506426,-6.7490115,-2.1760292,2.20719,-2.3277128,.631333,20.522455078,421.17117,40.827617187,1666.8943,4.5098648,3.2554111,1.4887229,.39619386,1.6294385,0,0,0,1.0081701,1.9380658,6612.1489,83365456,1.8529078,6.5464902,5150.4946,247.57637,.71725422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,RUHINGA1,Nyarutovu,GAKENKE,1.7917595,4.5217886,4.5747108,.0015898251,.024377318,.025702173,.052083332,.53082699,1.90636,3.7661,18.083,.40970099,19.834,474.4671,9820.626,5,91,.12724815,.47621596,.065321192,.12432187,571.93854,338642.28,16336.213,15569620,96,3.6342087,10561.056,111535896,14.183509,.01367647,.058181275,0,43.877346,98.684212,50.985622,74.242424,8.2358904,3.7739999,350.32025,5.8588476,2.9487979,.34337762,3.0365863,0,1,0,0,.29058957,.26473105,.15425278,-1.3760731,-6.8760848,-2.2170005,2.2487481,-2.3715401,.952522,23.357808593,545.58722,38.735308593,1500.4241,4.3718328,3.1100345,1.5653015,.1822741,1.611902,.53082699,0,0,1.0119474,1.929136,5606.0933,59206264,1.9991475,7.5289893,5213.0532,251.85994,.72598392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,KAJWI,Nyarutovu,GAKENKE,2.3025851,4.5217886,4.6151204,.0022846698,.021018963,.023075165,.090000004,.0202312,1.7463199,4.05689,20.152,2.2731299,18.0851,477.44901,9820.495999999999,9,91,.14589094,.5796653,.071082234,.13704275,671.06866,363716.66,17691.928,18255188,100,3.0496333,9422.3711,88781080,16.458357,.01367647,.058181275,0,43.877346,98.684212,50.985622,74.242424,8.384119,4.3769999,390.44104,5.9672771,3.0517344,1.1857467,2.9489079,0,0,0,1,.29928598,.23189533,.0060549146,.65819287,3.2889168,1.0604188,-1.0756041,1.1343371,.639053,26.20290039,686.59198,36.7624375,1351.4768,.1696208,.12072518,.061740249,.023989078,.059659947,0,0,0,.035330147,.06169774,190.62589,1796147.9,.082075752,.33297232,198.68042,9.6593666,.027669141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
